date,avg_tmp,day_p,avg_wind,avg_rhum,t_sd,snow,avg_gtmp,season,CNT
2018-01-01,-1.3,,1.4,39.1,6.14,,-1.7,3,4950
2018-01-02,-1.8,,1.8,42,5.36,,-2.3,3,7136
2018-01-03,-4.7,,2.2,42.3,6.56,,-3.4,3,7156
2018-01-04,-4.7,,1.4,43,4.73,,-3.3,3,7102
2018-01-05,-3,,1.7,48.4,5.96,,-2.6,3,7705
2018-01-06,-2.8,,1.5,45.8,6.79,,-3.1,3,5681
2018-01-07,-0.8,,0.8,42.1,3.75,,-2.2,3,5220
2018-01-08,1.3,0.9,1.8,51.9,2.39,1,0.4,3,6309
2018-01-09,-4.2,0.5,2.9,59.4,5.6,0.5,-1.2,3,5988
2018-01-10,-7.5,0.3,3,52,6.85,0.3,-2.9,3,4476
2018-01-11,-11.1,,2.8,49.8,6.8,,-5.6,3,4337
2018-01-12,-10.2,0,1.7,35.4,7.11,,-6.1,3,4401
2018-01-13,-4.4,0.4,0.8,67.3,2.8,0.6,-2.8,3,3756
2018-01-14,0.6,,1.2,64.1,4.55,,-1.1,3,4675
2018-01-15,4.7,0.2,1.4,63.9,4.67,,1.5,3,6993
2018-01-16,3.5,0,0.7,59.1,2.4,,0.7,3,7421
2018-01-17,4.5,,1.2,64.1,4.17,,1.7,3,6990
2018-01-18,2.1,0,1.9,59.6,,,1.3,3,7054
2018-01-19,1,,1.6,43,6.56,,0.3,3,8329
2018-01-20,2.2,,1.6,57.6,4.51,,0.2,3,6148
2018-01-21,0.4,,1,36.6,5.88,,-0.5,3,5574
2018-01-22,0.2,3.3,1.5,56.5,1.91,1,-0.2,3,4929
2018-01-23,-11.7,,3.7,42,7.62,,-4.4,3,4263
2018-01-24,-14.2,,3.4,31.6,7.73,,-8.3,3,3370
2018-01-25,-14,,2.8,32.6,7.28,,-8.5,3,3307
2018-01-26,-14.8,,2.6,34.9,,,-9.3,3,3116
2018-01-27,-9.9,,1.4,37.4,7.5,,-7.5,3,2833
2018-01-28,-6.3,,2.6,36,6.38,,-4.4,3,3028
2018-01-29,-8.5,,2.7,35,7.68,,-6.2,3,4425
2018-01-30,-5.3,2.9,1.3,62,5.41,3.5,-4.6,3,3591
2018-01-31,-2.6,0,1.6,54.5,3.9,,-1.8,3,4104
2018-02-01,-4,,1.6,44.1,8.09,,-3.1,3,5821
2018-02-02,-2.4,,1.6,51.1,7.29,,-2.8,3,6557
2018-02-03,-7.3,0.5,3.8,47,13.65,0.3,-3.7,3,3499
2018-02-04,-9.5,,3.1,40.9,13.65,,-6.6,3,2642
2018-02-05,-9.4,,3,37.8,14.31,,-6.8,3,4213
2018-02-06,-10.1,,3.1,36.5,14.13,,-6.9,3,4257
2018-02-07,-8,,1.5,39.8,13.39,,-6.1,3,5028
2018-02-08,-4.4,,1.2,43.3,13.05,,-3.9,3,6114
2018-02-09,0.4,,1.1,43.9,6.56,,-1.3,3,6905
2018-02-10,-0.5,,3,47.4,9.41,,0.2,3,4829
2018-02-11,-6.1,0,2.7,42.5,12.26,,-3.4,3,3047
2018-02-12,-5.8,0,2.7,40.8,13.74,,-3.2,3,5231
2018-02-13,-0.8,,2.7,54.5,13.72,,-1.5,3,6863
2018-02-14,3.5,,2.6,51,6.92,,1.7,3,7477
2018-02-15,-0.7,,2.5,28,,,0.9,3,3935
2018-02-16,-1.1,,2.1,40.1,14.1,,-0.1,3,3047
2018-02-17,-3,,2.9,25.6,15.8,,-0.8,3,3494
2018-02-18,-0.4,,1.3,26.9,11.22,,-0.1,3,5191
2018-02-19,1.8,,1.5,48.6,10.08,,1.1,3,8563
2018-02-20,0.9,,2.5,41,13.56,,1.2,3,8899
2018-02-21,-0.9,,2.3,31.5,15.28,,0.2,3,8342
2018-02-22,1.3,0.4,2.2,59,9.45,0.4,0.2,3,8580
2018-02-23,4.2,3.7,1.9,81.1,9.43,3.7,2.4,3,6408
2018-02-24,2.4,,2.1,49.4,13.09,,2.8,3,7198
2018-02-25,1.9,,1.7,40.6,16.17,,2.7,3,7595
2018-02-26,3.1,,1.4,43.1,16.36,,2.5,3,10712
2018-02-27,4.2,,0.9,48.8,2.86,,0.4,3,10064
2018-02-28,4.6,25,2,73.3,1.71,,2,3,4230
2018-03-01,-0.2,0.5,3.8,61.9,17.94,,2.5,0,5761
2018-03-02,-0.7,,1.5,34,19.03,,1.1,0,9388
2018-03-03,7.9,0,1.5,38.1,18.04,,5.3,0,16029
2018-03-04,9.8,11.5,1.2,89.1,3.92,,7.6,0,5373
2018-03-05,5.5,3.5,2,67.5,13.8,,6.7,0,9943
2018-03-06,4.5,,1.6,46.8,17.85,,4.1,0,14028
2018-03-07,6.4,0.5,1.8,54,10.76,,4.4,0,12925
2018-03-08,4.6,4,1.9,76,10.3,,6.5,0,8812
2018-03-09,4.5,,1.5,63.3,10.22,,4.3,0,13573
2018-03-10,4.6,,2,65.8,16.45,,5,0,13324
2018-03-11,6.4,,2,51.3,18.11,,7.2,0,15136
2018-03-12,8,,1.4,45.8,13.92,,6.6,0,15913
2018-03-13,12.4,,1.8,60.5,14.17,,10.6,0,19514
2018-03-14,17,,2.3,58.8,15.46,,14.8,0,24911
2018-03-15,12.4,27,2.1,92.1,1.47,,12.2,0,7091
2018-03-16,7.1,,1.9,46.9,21.16,,9.6,0,18415
2018-03-17,6.6,,1.5,48,17.87,,7.9,0,20165
2018-03-18,8.2,0.5,1.2,55.9,7.19,,8.8,0,11740
2018-03-19,8,1,2.5,64.5,3.33,,7.5,0,10297
2018-03-20,4.7,,3.4,39.9,14.36,,5.2,0,13205
2018-03-21,2.1,1,1.7,64.1,6.13,,3.2,0,8225
2018-03-22,4.9,,2.2,61.5,20.45,,7.3,0,16420
2018-03-23,6.1,,2,55.3,19.08,,7.6,0,17904
2018-03-24,7.6,,2.1,61.9,15.35,,9.5,0,14914
2018-03-25,9.6,,1.7,65.6,19.12,,11.2,0,13942
2018-03-26,11,,1.9,64.5,19.06,,12.2,0,15505
2018-03-27,13.3,,1.6,61.1,15.98,,12.6,0,17456
2018-03-28,14,,2.2,66.4,13.94,,13.1,0,21232
2018-03-29,15.4,,1.6,66.3,14.86,,15.1,0,21436
2018-03-30,14.8,,1.7,55.6,20.01,,14.9,0,24411
2018-03-31,14,,1.9,52.9,17.08,,14.5,0,25673
2018-04-01,15.6,,1.5,68.8,7.25,,14.3,0,22994
2018-04-02,18.4,,1.9,64,14.14,,17.8,0,28139
2018-04-03,17.8,0.1,2.1,72.9,6.88,,17.2,0,26817
2018-04-04,13.4,18.5,1.9,67,19.56,,15.9,0,26034
2018-04-05,7.6,10.5,2,90.6,2.15,,8.9,0,2833
2018-04-06,5.8,6.5,3.1,71.6,11.19,,8.7,0,13297
2018-04-07,4.2,0.2,4.1,45.5,18.24,,6.2,0,13088
2018-04-08,3.9,3,1.8,59.6,7.93,,5.2,0,7758
2018-04-09,7.9,,1.1,57.9,21.52,,10,0,23925
2018-04-10,15.1,5,3.5,51,17.52,,13,0,20423
2018-04-11,12.6,,3,49.4,24.86,,15.1,0,25557
2018-04-12,13.3,,2.6,30.5,24.56,,13.6,0,28885
2018-04-13,14.6,,1.3,22.9,12.68,,12.1,0,29497
2018-04-14,9,9,1.8,78.8,3.49,,9.4,0,8216
2018-04-15,9.5,,2.4,65.5,17.29,,11.4,0,12721
2018-04-16,11.6,,1.6,41.9,24.79,,13.3,0,29589
2018-04-17,12.9,,1.9,37.9,24.03,,14.2,0,28236
2018-04-18,12.4,,1.9,35.4,25.09,,16.2,0,23499
2018-04-19,14,,1.9,38.8,22.36,,17.5,0,20400
2018-04-20,18.4,,1.3,46,22.68,,20.6,0,28351
2018-04-21,18.7,,1.9,32,26.14,,21.4,0,33144
2018-04-22,15.5,15.5,1.1,57.4,5.09,,14.4,0,8095
2018-04-23,9.3,59,2.2,93.9,2.59,,9.9,0,1037
2018-04-24,12.1,3,1.4,63.3,10.14,,12.6,0,24560
2018-04-25,14.6,,1.5,37.8,24.97,,16.1,0,33728
2018-04-26,14.9,,2.1,51.9,21.87,,17.9,0,32547
2018-04-27,15.7,,1.7,52.9,22.9,,19.3,0,32989
2018-04-28,15.4,,2,49,26.04,,20,0,33738
2018-04-29,16.2,,1.9,43.1,24.5,,20.5,0,35159
2018-04-30,19.2,,1.6,61.6,20.74,,23,0,32629
2018-05-01,20.4,0,1.5,72.8,12.42,,23.5,0,34593
2018-05-02,15.1,12,1.9,90.4,2.47,,16,0,8374
2018-05-03,11.2,1,2.7,62.4,12.18,,11.4,0,25963
2018-05-04,14.1,,2.7,45.5,27.26,,17.9,0,34058
2018-05-05,18.3,,2.6,46.8,22.26,,20.4,0,37389
2018-05-06,16.6,22,1.1,86.4,9.31,,17.2,0,19809
2018-05-07,19.2,,1.2,60.3,17.7,,18.4,0,40026
2018-05-08,17.5,,1.7,50.9,23.25,,21.3,0,33738
2018-05-09,15.7,,1.7,50.4,26.77,,21.7,0,37851
2018-05-10,15.4,,2.3,67.4,26.53,,22.5,0,36549
2018-05-11,16.1,,1.8,59.8,18.7,,21,0,33923
2018-05-12,14.2,32,0.9,89.3,1.32,,14.6,0,3551
2018-05-13,15.8,0.5,1.9,82.5,16.37,,18.4,0,35668
2018-05-14,18.2,,1.4,71.4,19.19,,21.2,0,35918
2018-05-15,23.2,0,1.1,56.4,21.18,,25.3,0,36476
2018-05-16,22.3,45,1.9,93.8,1.6,,21.6,0,7072
2018-05-17,20.9,83,1.4,97,3.96,,21.2,0,3802
2018-05-18,16.3,6.5,1.3,86.8,5.64,,18.2,0,19629
2018-05-19,17.6,,1.5,47.5,29.13,,21.2,0,43471
2018-05-20,17,,1.4,32.1,14.42,,16.9,0,39036
2018-05-21,17.8,,1.4,43.9,24.59,,21.8,0,42039
2018-05-22,18.1,12.5,1.1,75.5,10.87,,19,0,17444
2018-05-23,17.3,6.5,2.5,57.1,29.2,,21.9,0,35975
2018-05-24,18.3,,2.2,47.4,27.02,,22.1,0,36858
2018-05-25,19.7,,1.8,47.4,25.48,,23.1,0,37569
2018-05-26,21.8,,1.4,50.1,26.86,,26.3,0,37761
2018-05-27,20.3,,1.7,47.4,17.12,,23.6,0,39534
2018-05-28,22.3,,1.6,49.8,26.49,,27.9,0,40775
2018-05-29,21.4,1,1.8,69.3,13.34,,25.2,0,29925
2018-05-30,20.2,0,1.9,69.8,21.67,,24.8,0,39214
2018-05-31,20.9,,1.9,58.9,26.94,,28.3,0,41619
2018-06-01,23.8,,1.9,50.4,27.94,,30.6,1,41970
2018-06-02,23.4,,2,44.5,28.49,,30.8,1,41677
2018-06-03,24,,1.6,39.4,27.18,,31,1,40565
2018-06-04,22.6,,1.9,50.1,21.13,,27.4,1,44014
2018-06-05,23.7,,1.7,52.5,24.35,,30.7,1,44118
2018-06-06,23,,2,62.9,26.6,,30.9,1,40440
2018-06-07,22.2,,2,69.3,24.04,,30,1,42038
2018-06-08,21.9,,2.1,68,18.52,,31.1,1,46516
2018-06-09,23.7,0.5,1.4,60.6,20.24,,29.7,1,32839
2018-06-10,21.3,0.5,1.4,59.9,12.82,,23.7,1,39277
2018-06-11,20.2,5,1.4,67.3,11.27,,24.5,1,30605
2018-06-12,21.3,0,1.7,65.5,23.45,,26.2,1,46201
2018-06-13,22,0,1.5,64,15.75,,25.3,1,49116
2018-06-14,21.6,29,1.1,74.9,10.34,,22.7,1,30511
2018-06-15,21.7,16.5,1.4,60.8,23.64,,24,1,45103
2018-06-16,22.5,,1.4,56.4,28.06,,26.8,1,46457
2018-06-17,22.8,,1.3,66.9,14.78,,25.3,1,43484
2018-06-18,24.8,,1.5,54.9,26.17,,30.4,1,36316
2018-06-19,22.4,,1.8,61.3,17.65,,26.4,1,47296
2018-06-20,22.7,,2.3,68.1,24.52,,28.9,1,46612
2018-06-21,23.7,,2.2,60.1,28.21,,32.2,1,47762
2018-06-22,25,,1.8,45.1,27.4,,30.6,1,47478
2018-06-23,24.5,,2,50.6,22.19,,30.7,1,45663
2018-06-24,25.2,,1.9,62.8,25.7,,32.8,1,39548
2018-06-25,27.1,,1.2,57.1,20.44,,31.7,1,46565
2018-06-26,22.3,71.5,2.4,88.3,1.29,,22.5,1,6391
2018-06-27,22.3,1,2,81.9,13.56,,23.7,1,41128
2018-06-28,23.3,26.5,1.1,85.1,9.31,,24.5,1,27757
2018-06-29,24.7,6.5,1.5,78.5,18.79,,26.6,1,42765
2018-06-30,24.4,14.5,0.9,83.8,8.76,,24.7,1,26911
2018-07-01,21.9,83.5,0.8,94.6,2.09,,22.2,1,4358
2018-07-02,22.6,59.5,0.7,95.4,4.73,,23.5,1,6261
2018-07-03,27.4,0.1,0.8,74.4,22.88,,29.1,1,41350
2018-07-04,27.3,,1.7,69.6,22.43,,30,1,45741
2018-07-05,25.3,0.5,1.2,72.8,10.88,,27,1,39804
2018-07-06,23.9,,1.8,57.8,15.83,,27,1,49521
2018-07-07,23.7,,1.6,51.4,27.32,,30.9,1,48015
2018-07-08,23.3,,1.5,51.5,23.98,,29.8,1,48132
2018-07-09,20.8,14,1.1,82.3,4,,22.4,1,8155
2018-07-10,23.7,16.5,0.7,87.8,5.92,,23.9,1,27956
2018-07-11,26.8,3,1.3,82.9,8.74,,26.9,1,35390
2018-07-12,26.6,1,1.5,82.4,9.92,,27,1,43611
2018-07-13,27.3,,1.8,74.8,15.6,,28.9,1,44976
2018-07-14,27.9,0,1.9,69.6,21.51,,30.6,1,39205
2018-07-15,28.3,,1.6,69.6,22.91,,32.6,1,34957
2018-07-16,28.7,,1.7,64.3,26.67,,33.4,1,40964
2018-07-17,28.1,,1.7,66.5,25.57,,34.3,1,43323
2018-07-18,28.2,,1.6,64.8,25.14,,34.2,1,42609
2018-07-19,28.7,,1.6,64.1,27.8,,35.6,1,42316
2018-07-20,29.5,,1.5,62.6,25.73,,35.7,1,40337
2018-07-21,30.6,,1.5,53.6,26.62,,36.1,1,32360
2018-07-22,31.8,,1.4,49.6,25.51,,37.3,1,28250
2018-07-23,31.7,,1.8,53.8,18.94,,37.1,1,38003
2018-07-24,31.4,,1.6,59.5,18.42,,35.8,1,37486
2018-07-25,30.1,,2.4,66.3,14.36,,36.1,1,39225
2018-07-26,30.1,,1.5,68.8,12.21,,32.7,1,37796
2018-07-27,30.9,,1.9,69.3,19.29,,36.2,1,34985
2018-07-28,29.5,7.5,1.2,77.1,9.59,,30.1,1,24649
2018-07-29,31.3,,1.2,52.4,22.33,,32.2,1,28317
2018-07-30,31.7,,1.2,50.9,19.68,,34,1,36701
2018-07-31,32.6,,1.5,50.5,24.5,,38.8,1,35262
2018-08-01,33.6,,1.7,55.5,25.69,,40.1,1,31169
2018-08-02,33.7,,1.6,54.4,18.58,,36.8,1,31321
2018-08-03,33.1,,1.9,55.3,21.09,,39.3,1,31646
2018-08-04,31.1,,2.4,60.6,20.45,,37.8,1,28174
2018-08-05,30,2,2.6,71.8,20.62,,34.9,1,26989
2018-08-06,30.5,6.5,1.6,71.6,17.86,,31.4,1,29113
2018-08-07,30.5,,1.5,63.4,15.62,,29.7,1,36983
2018-08-08,31,,2.1,64.8,20.59,,35.5,1,37140
2018-08-09,28.8,2,1.5,76.3,11.11,,32.5,1,32216
2018-08-10,30.7,,1.4,60.9,21.85,,32.7,1,36178
2018-08-11,31,,1.5,55.8,21.37,,36.3,1,31293
2018-08-12,30.6,5,1.5,61.3,18.23,,34.7,1,27363
2018-08-13,30.5,1,1.4,68.6,12.29,,29.9,1,36076
2018-08-14,31.7,,1.3,58.3,18.37,,34.7,1,37659
2018-08-15,31.7,1,1.2,59.5,18.41,,34,1,29270
2018-08-16,29.9,,1.7,51,24.88,,35.5,1,41358
2018-08-17,27.2,,1.8,39.8,26.23,,34.6,1,47634
2018-08-18,26.7,,1.4,44.6,23.27,,34.1,1,45629
2018-08-19,28.2,,1.2,50.6,19.79,,34.4,1,42281
2018-08-20,29.1,0,2,55.6,15.07,,32.7,1,44243
2018-08-21,26.6,5,2.5,71.4,12.86,,27,1,41964
2018-08-22,30.7,,1.1,54.1,22.27,,34.6,1,42425
2018-08-23,29.4,3,1.7,59.1,9.3,,31.5,1,23616
2018-08-24,24.4,7.5,2.5,86.3,5.69,,24.7,1,17319
2018-08-25,25.2,,2.6,68,16.21,,25.6,1,47109
2018-08-26,23.2,2,1.2,70,13.54,,24.3,1,32200
2018-08-27,22.7,19.5,0.8,91,7.84,,24.4,1,23382
2018-08-28,23.7,96.5,0.9,92.4,4.42,,24.4,1,13495
2018-08-29,25.2,42,2.4,86,2.75,,24.8,1,13001
2018-08-30,25.3,9.5,1.8,80.9,8.74,,25.8,1,33158
2018-08-31,25.6,0.1,1.6,67.4,22.17,,27.2,1,46101
2018-09-01,25.5,,1.3,59.4,21.01,,26.5,2,43847
2018-09-02,25.1,,1.5,55.8,20.34,,28.4,2,48427
2018-09-03,23.3,34.5,1,85.3,3.36,,24.3,2,16086
2018-09-04,23.2,,2.2,69.4,21.64,,24,2,50500
2018-09-05,24,,2.5,63.5,22.46,,24.8,2,53984
2018-09-06,24.1,1,2,69.9,11.03,,24.7,2,46532
2018-09-07,22,0.5,2.5,54.6,19.58,,23.3,2,53230
2018-09-08,21.7,,1.7,48.8,22.75,,24.5,2,55470
2018-09-09,22.2,,1.2,49,21.4,,26.4,2,54213
2018-09-10,22.9,,1.6,49.5,19.84,,26.2,2,55188
2018-09-11,21.6,,1.5,48.1,17.85,,24.5,2,56212
2018-09-12,22.8,,1.4,52,20.39,,26.8,2,57363
2018-09-13,23.5,,1.2,63.5,12.93,,27.2,2,55791
2018-09-14,23.5,0.5,1.3,66.9,9.8,,25.4,2,49383
2018-09-15,23.3,0.2,1,76,7.44,,24,2,44808
2018-09-16,22.2,2,1.7,83.6,6.44,,23.2,2,24317
2018-09-17,22.3,0.1,1.9,64.3,20.42,,25.8,2,55335
2018-09-18,22,,1.2,59.8,15.85,,25.5,2,57691
2018-09-19,22.1,0.2,1,59.1,10.66,,24.4,2,44096
2018-09-20,19,5,1.8,82.4,4.08,,19.8,2,23616
2018-09-21,19.4,18,1.3,85.8,6.31,,20.8,2,32242
2018-09-22,20.8,6.5,1.8,62.3,19.06,,21.1,2,49688
2018-09-23,19.4,0,1.6,52.9,14.77,,19.9,2,38635
2018-09-24,17.6,,2.1,48.3,20.96,,19.3,2,36406
2018-09-25,17.8,,1.1,48,20.19,,19.8,2,49595
2018-09-26,19.4,,1.7,47.9,17.06,,21.8,2,57730
2018-09-27,18.9,,1.3,47.6,18.26,,20,2,58200
2018-09-28,17.5,,1.2,58.1,8.76,,18.6,2,59649
2018-09-29,20.2,,1,55.5,19.37,,21.9,2,63866
2018-09-30,17.6,,2.3,52.5,16.95,,21.2,2,55893
2018-10-01,15.4,0,2.9,55.1,15.1,,19,2,51808
2018-10-02,15.9,,1.6,61.4,18.84,,19.4,2,57280
2018-10-03,17.3,,1.3,58,18.49,,19.8,2,64671
2018-10-04,19.3,,1.3,56.5,15.88,,20.7,2,59413
2018-10-05,16.9,36.5,1.7,84.1,2.74,,17,2,7772
2018-10-06,18,55.5,2.2,84,6.86,,18.8,2,32510
2018-10-07,16.4,,1.7,53.5,15.65,,16.2,2,57873
2018-10-08,14.8,,1.1,47,15.28,,14.1,2,57247
2018-10-09,15.3,0,1.1,52.5,8.89,,14.3,2,61525
2018-10-10,12,7,2.5,61,10.3,,13.1,2,44876
2018-10-11,9.7,,2.1,51,15.42,,8.9,2,44489
2018-10-12,10.9,,1.3,54,17.67,,12.7,2,48529
2018-10-13,12.5,,1,54,16.78,,13.8,2,49203
2018-10-14,13.2,,1.5,60,16.08,,14.9,2,49025
2018-10-15,15.2,,1.4,69.9,11.26,,15.7,2,49503
2018-10-16,14.5,,1.3,55.9,13.15,,15.4,2,51236
2018-10-17,12.4,,1.3,53.3,16.44,,14.9,2,49795
2018-10-18,12.7,,1.1,59.5,13.37,,14.8,2,49560
2018-10-19,13.1,,1.4,54.3,16.23,,14.9,2,52122
2018-10-20,13.4,,1.2,53.9,15.97,,15.1,2,49815
2018-10-21,13.4,,1.1,49.5,15.77,,14.8,2,48346
2018-10-22,14,,1,50,12.13,,15.1,2,49889
2018-10-23,12.2,5,1.1,75.1,7.68,,13.1,2,40223
2018-10-24,12.5,,1.3,66,13.64,,12.4,2,50343
2018-10-25,13.8,,0.9,55.5,13.56,,12.7,2,52181
2018-10-26,12.2,11,1.6,74.1,3,,12.8,2,24308
2018-10-27,8.7,,3.2,49.6,11.6,,8.7,2,33699
2018-10-28,8.3,5.5,1.5,77.1,6.66,,8.8,2,20882
2018-10-29,7.2,0,2,57.3,9.84,,7.5,2,36107
2018-10-30,6.1,0,1.6,51.3,14.55,,6.9,2,37382
2018-10-31,7.4,0,1.6,55.4,14.51,,8,2,39009
2018-11-01,8.4,,1.3,53.4,13.95,,8.1,2,41911
2018-11-02,10.6,,1.1,54.9,13.52,,9.8,2,44917
2018-11-03,11.2,,1.3,56,13.59,,10.3,2,40640
2018-11-04,11.6,,1.3,55,13.41,,11,2,39973
2018-11-05,11.9,,1.1,65.5,11.09,,11.4,2,43870
2018-11-06,12.2,,0.9,70.5,7.85,,12,2,39680
2018-11-07,12.8,2,1.1,79.5,4.05,,13.2,2,29492
2018-11-08,11.8,64,1.8,93.8,1.31,,13.1,2,2730
2018-11-09,12.1,1,3.1,69,9.75,,12.5,2,34673
2018-11-10,11.9,0,1.4,69.1,11.14,,11.5,2,34194
2018-11-11,8.1,0,1.1,67.6,3.72,,8.1,2,23926
2018-11-12,8.1,,1.2,52.3,12.12,,7.1,2,38706
2018-11-13,8.8,,1.1,51.6,11.7,,7.8,2,40263
2018-11-14,9.8,,1.1,55.5,11.61,,8.4,2,41973
2018-11-15,9.7,,1,55.4,9.55,,8.6,2,39702
2018-11-16,8.8,,1.7,65.1,8.28,,8.9,2,37629
2018-11-17,4.9,,1.4,50.8,9.17,,3.9,2,28167
2018-11-18,6.1,,1.1,48.8,7.49,,5.6,2,26464
2018-11-19,6.5,,1.4,50.4,7.83,,5.6,2,34352
2018-11-20,6.5,0.2,1.8,39.9,11.03,,5.3,2,34855
2018-11-21,5.8,1,1.2,57.1,2.95,,6.3,2,28140
2018-11-22,2.3,,2.4,35,10.82,,2.2,2,29239
2018-11-23,1.9,,1.4,29.6,10.76,,1.5,2,28620
2018-11-24,2.6,10.9,1.8,71.1,3.38,8.8,0.6,2,11255
2018-11-25,4.8,,1,77.8,7.9,,3.3,2,19946
2018-11-26,6.3,,1,70.1,10.05,,4.7,2,30698
2018-11-27,7.1,,1.5,65,4.62,,5.2,2,28806
2018-11-28,5,,1.6,27.1,9.68,,3.2,2,29177
2018-11-29,3.5,0,1.3,41.4,2.81,,1.3,2,28977
2018-11-30,2.7,,1.4,46.1,10.22,,2.1,2,28557
2018-12-01,5.5,,1,42.3,9.88,,3.2,3,24622
2018-12-02,8.2,,1.3,50.1,5.59,,5.1,3,23035
2018-12-03,11.5,9.5,1.4,87.4,0.65,,9.4,3,10638
2018-12-04,6.7,5,2.7,74.9,3.33,,7.5,3,20029
2018-12-05,0,,1.5,39.5,6.33,,0.8,3,23535
2018-12-06,2.4,0,2.3,50.5,7.77,,2.6,3,23788
2018-12-07,-7.3,,3.8,37.1,10.91,,-3.3,3,15148
2018-12-08,-8.3,,2.6,37.1,10.75,,-5.2,3,9824
2018-12-09,-7.2,,1.5,27,10.57,,-4.9,3,8749
2018-12-10,-2.5,,0.9,33.3,9.46,,-2.3,3,17987
2018-12-11,0.2,,1.2,44.8,3.59,,-0.6,3,20805
2018-12-12,-1.9,,2.2,39,10.42,,-1,3,19339
2018-12-13,-2.2,1.3,2,57.4,5.83,1.7,-0.6,3,11765
2018-12-14,-4.4,,1.7,44.3,10.4,,-2.3,3,14932
2018-12-15,-2.4,,1,46.8,8.83,,-1.9,3,12720
2018-12-16,0,0.3,0.9,63.8,3.19,0.4,-0.3,3,10783
2018-12-17,1.6,0.3,1.8,60.1,8.92,,0.7,3,17449
2018-12-18,2.6,,1.4,56.3,7.67,,-0.4,3,20917
2018-12-19,4,,1.4,53.4,9.29,,2.6,3,21970
2018-12-20,3.4,,0.9,45.5,8.78,,2.1,3,22881
2018-12-21,5.6,,1.1,40.1,5.82,,2.1,3,23422
2018-12-22,6.9,,1.5,48.9,8.93,,5,3,17127
2018-12-23,2.4,,2.9,43,9.58,,3.3,3,13601
2018-12-24,-2.3,,1.6,35.9,10.5,,-0.2,3,16579
2018-12-25,0.6,,1.2,53.4,5.67,,-0.3,3,12437
2018-12-26,-1.5,,2.8,40.8,9.97,,1.4,3,17112
2018-12-27,-10.1,,3.5,28.3,10.44,,-4,3,11325
2018-12-28,-10.5,,2.5,33,10.36,,-5.4,3,10445
2018-12-29,-7.6,,2.9,29,10.57,,-4.3,3,8083
2018-12-30,-6.8,,1.2,35.9,10.48,,-4.3,3,7864
2018-12-31,-5.4,,1.2,39.6,9.16,,-4.5,3,11911
2019-01-01,-5,,2.1,49.5,7.84,,-3.9,3,8601
2019-01-02,-4.9,,1.7,42.8,10.48,,-3.3,3,14360
2019-01-03,-3.5,,1.4,38.8,10.28,,-2.6,3,16344
2019-01-04,-1.1,,1.2,55.5,6.2,,-1.4,3,17308
2019-01-05,-2.8,,2.2,40.3,10.05,,-1.2,3,12380
2019-01-06,-2.8,,1.2,35,9.64,,-1.2,3,11094
2019-01-07,-1.9,,1.4,46.4,8.71,,-2,3,16795
2019-01-08,-3.5,,2.6,31,10.46,,-2,3,15833
2019-01-09,-4.7,,1.3,28.8,8.47,,-4.1,3,15819
2019-01-10,-0.6,,1.3,48.8,5.92,,-0.7,3,17894
2019-01-11,2.4,,1,58.8,8.53,,1.2,3,19271
2019-01-12,2.8,,1.3,47.6,7.71,,2.6,3,14519
2019-01-13,1.2,,1.4,54.3,9.97,,0.5,3,11751
2019-01-14,1.4,,0.9,68.6,6.03,,-0.3,3,14818
2019-01-15,-1.7,0,2.7,58.8,6.93,,0.7,3,14761
2019-01-16,-5.2,0,2.3,45.9,10.36,,-1.8,3,15823
2019-01-17,-0.3,0,1.7,45.8,11.07,,0.7,3,17960
2019-01-18,0.6,,1.3,44,10.4,,-0.3,3,18901
2019-01-19,3.6,,1.2,59.8,6.27,,2.1,3,14883
2019-01-20,-1.4,,3.2,38.5,11.56,,1,3,11191
2019-01-21,-1.2,0,1.6,57.8,3.07,,-2.6,3,17240
2019-01-22,1.7,,1.7,62,9.85,,-0.7,3,19885
2019-01-23,2,,2.3,48.9,10.85,,1.3,3,19163
2019-01-24,0.1,,1.7,34.9,11.71,,0.2,3,20057
2019-01-25,-1.2,,2.6,27.6,11.56,,0,3,18159
2019-01-26,-2.5,,2.4,30.9,12.29,,-0.6,3,13203
2019-01-27,-0.1,,1.7,52.5,10.31,,-0.4,3,12440
2019-01-28,1.2,0,3.1,40.4,11.76,,2.1,3,17317
2019-01-29,-0.2,,1.5,35.5,11.87,,0.3,3,19477
2019-01-30,1.8,,1.5,54.6,9.13,,1.6,3,20677
2019-01-31,-2,,2.9,29,5.97,,0.6,3,17649
2019-02-01,-2.1,0.3,1.7,47.6,9.71,0.2,-2,3,17696
2019-02-02,1.4,0,1,60,4.48,,-0.2,3,13742
2019-02-03,3.3,16,1.7,92.9,0.54,,2.2,3,2010
2019-02-04,-0.6,,2.1,40.4,12.74,,1.4,3,8562
2019-02-05,2.8,,1,37.1,11.81,,1.9,3,9119
2019-02-06,5.1,,1.3,54.9,6.87,,2.5,3,13694
2019-02-07,-2.1,0.5,3.5,45.5,13.09,0,2.4,3,14533
2019-02-08,-6.1,,2.3,31.5,12.08,,-2.4,3,14782
2019-02-09,-5.4,,2.7,30,13.27,,-2.2,3,11760
2019-02-10,-5,,1.7,31.3,7.83,,-2.6,3,9759
2019-02-11,-3,,2.3,34.9,14.53,,-0.6,3,16881
